payment_id,booking_id,payment_method,payment_status,amount
P00008744,B00009692,Mastercard,Success,18.61
P00008746,B00009696,Paynow,Success,28.79
P00008747,B00009697,Mastercard,Success,34.69
P00008750,B00009700,Mastercard,Success,24.86
P00008751,B00009701,Paynow,Success,20.3
P00008752,B00009703,Cash,Success,68.14
P00008753,B00009704,Paynow,Success,32.29
P00008756,B00009707,Visa,Success,11.49
P00008757,B00009708,Cash,Success,46.76
P00008758,B00009709,Cash,Success,41.04
P00008760,B00009712,Visa,Success,33.12
P00008761,B00009713,Cash,Failed,8.47
P00008764,B00009716,Visa,Success,29.75
P00008765,B00009717,Visa,Success,30.1
P00008775,B00009727,Mastercard,Success,34.53
P00008779,B00009732,Mastercard,Success,40.97
P00008781,B00009734,Paynow,Success,21.26
P00008782,B00009735,Cash,Success,64.9
P00008783,B00009736,Mastercard,Success,36.07
P00008784,B00009737,Paynow,Success,40.72
P00008785,B00009738,Visa,Success,27.88
P00008786,B00009739,Mastercard,Success,31.75
P00008791,B00009744,Cash,Success,12.01
P00008792,B00009745,Cash,Success,61.75
P00008794,B00009747,Visa,Success,66.79
P00008795,B00009748,Visa,Success,35.31
P00008796,B00009749,Visa,Success,36.28
P00008797,B00009750,Cash,Success,52.63
P00008798,B00009751,Mastercard,Success,25.42
P00008799,B00009752,Visa,Success,34.9
P00008802,B00009755,Paynow,Success,33.53
P00008804,B00009757,Visa,Success,22.27
P00008805,B00009758,Cash,Success,27.29
P00008806,B00009759,Mastercard,Success,13.07
P00008808,B00009762,Cash,Success,38.34
P00008809,B00009763,Mastercard,Success,40.2
P00008810,B00009764,Mastercard,Success,44.45
P00008814,B00009768,Visa,Failed,33.37
P00008818,B00009772,Cash,Success,37.87
P00008819,B00009773,Mastercard,Success,18.88
P00008821,B00009775,Cash,Success,46.84
P00008824,B00009779,Cash,Success,39.08
P00008825,B00009782,Visa,Success,7.56
P00008829,B00009786,Visa,Success,18.68
P00008830,B00009787,Paynow,Success,7.19
P00008832,B00009789,Paynow,Success,56.14
P00008833,B00009790,Visa,Success,11.07
P00008836,B00009793,Paynow,Success,22.36
P00008839,B00009797,Cash,Success,24.3
P00008847,B00009805,Visa,Success,15.62
P00008852,B00009810,Paynow,Success,6.58
P00008853,B00009811,Paynow,Success,36.94
P00008855,B00009813,Paynow,Success,29.11
P00008858,B00009817,Visa,Success,31.84
P00008863,B00009823,Cash,Success,12.35
P00008864,B00009825,Visa,Success,22.84
P00008866,B00009827,Cash,Success,26.28
P00008868,B00009830,Cash,Success,7.93
P00008871,B00009833,Cash,Success,31.52
P00008872,B00009834,Paynow,Success,18.4
P00008874,B00009837,Visa,Success,52.99
P00008875,B00009839,Mastercard,Success,18.7
P00008876,B00009840,Mastercard,Success,23.01
P00008877,B00009841,Visa,Success,24.77
P00008880,B00009845,Mastercard,Success,24.71
P00008882,B00009847,Cash,Success,8.63
P00008885,B00009850,Cash,Success,45.25
P00008886,B00009851,Cash,Success,52.42
P00008891,B00009856,Visa,Success,23.22
P00008892,B00009857,Visa,Success,26.86
P00008893,B00009858,Mastercard,Success,37.21
P00008896,B00009861,Paynow,Success,37.08
P00008900,B00009865,Cash,Failed,72.55
P00008905,B00009870,Paynow,Success,47.75
P00008906,B00009871,Mastercard,Success,32.87
P00008908,B00009873,Paynow,Success,21.64
P00008910,B00009876,Mastercard,Success,29.47
P00008911,B00009878,Cash,Success,56.03
P00008912,B00009879,Cash,Success,39.8
P00008913,B00009880,Cash,Success,50.53
P00008914,B00009882,Mastercard,Success,10.49
P00008920,B00009888,Visa,Success,32.67
P00008921,B00009889,Paynow,Failed,31.84
P00008922,B00009890,Mastercard,Success,13.56
P00008925,B00009893,Visa,Success,47.93
P00008927,B00009895,Paynow,Success,19.66
P00008929,B00009897,Paynow,Success,25.68
P00008930,B00009898,Mastercard,Success,53.71
P00008931,B00009899,Visa,Success,12.82
P00008932,B00009900,Paynow,Success,32.79
P00008933,B00009901,Cash,Success,73.92
P00008935,B00009903,Paynow,Success,26.99
P00008936,B00009905,Mastercard,Success,30.5
P00008939,B00009908,Paynow,Success,28.44
P00008940,B00009911,Paynow,Success,34.09
P00008942,B00009913,Cash,Success,13.36
P00008943,B00009914,Visa,Success,33.44
P00008944,B00009915,Visa,Success,49.59
P00008945,B00009916,Mastercard,Success,13.09
P00008950,B00009921,Cash,Success,39.64
P00008951,B00009922,Mastercard,Success,19.4
P00008953,B00009925,Paynow,Success,27.92
P00008956,B00009928,Visa,Success,49.64
P00008959,B00009931,Cash,Success,59.76
P00008961,B00009933,Mastercard,Success,72.34
P00008966,B00009938,Visa,Success,77.98
P00008967,B00009939,Paynow,Success,11.09
P00008969,B00009941,Visa,Success,58.32
P00008972,B00009944,Visa,Success,19.39
P00008974,B00009947,Paynow,Success,22.32
P00008975,B00009949,Visa,Success,59.47
P00008976,B00009951,Mastercard,Success,41.5
P00008978,B00009954,Paynow,Success,8.02
P00008979,B00009955,Visa,Success,7.57
P00008985,B00009961,Visa,Success,63.84
P00008986,B00009963,Cash,Success,11.36
P00008988,B00009965,Mastercard,Success,11.12
P00008989,B00009966,Visa,Success,11.21
P00008990,B00009967,Cash,Success,33.28
P00008992,B00009971,Mastercard,Success,73.99
P00008995,B00009974,Paynow,Failed,10.67
P00008999,B00009978,Paynow,Success,14.53
P00009000,B00009979,Cash,Success,12.51
P00009004,B00009984,Mastercard,Success,34.27
P00009007,B00009987,Mastercard,Success,17.48
P00009015,B00009995,Paynow,Success,22.85
P00009016,B00009996,Cash,Success,34.08
P00009017,B00009997,Cash,Success,19.09
P00009018,B00009998,Mastercard,Success,25.21
P00009021,B00010001,Visa,Success,38.48
P00009022,B00010002,Paynow,Success,10.7
P00009023,B00010003,Mastercard,Success,52.25
P00009027,B00010008,Cash,Success,16.36
P00009028,B00010009,Paynow,Success,19.21
P00009031,B00010012,Mastercard,Success,35.04
P00009032,B00010013,Cash,Success,54.4
P00009035,B00010016,Cash,Success,10.57
P00009044,B00010025,Mastercard,Success,50.27
P00009045,B00010027,Visa,Success,43.13
P00009049,B00010032,Visa,Success,47.45
P00009050,B00010033,Cash,Success,7.6
P00009051,B00010034,Visa,Success,14.69
P00009052,B00010035,Visa,Refunded,17.71
P00009053,B00010036,Mastercard,Success,17.52
P00009054,B00010037,Visa,Success,12.2
P00009057,B00010040,Visa,Success,7.69
P00009058,B00010041,Visa,Success,25.56
P00009059,B00010042,Paynow,Success,66.38
P00009061,B00010044,Paynow,Success,27.01
P00009063,B00010047,Paynow,Success,38.76
P00009066,B00010051,Cash,Success,13.19
P00009068,B00010055,Visa,Success,15.82
P00009071,B00010058,Cash,Success,28.84
P00009074,B00010061,Visa,Success,46.67
P00009078,B00010065,Cash,Success,56.36
P00009081,B00010069,Mastercard,Success,29.56
P00009084,B00010073,Paynow,Success,40.18
P00009086,B00010075,Paynow,Success,14.02
P00009089,B00010078,Cash,Success,37.89
P00009090,B00010079,Visa,Success,42.78
P00009093,B00010082,Paynow,Success,11.43
P00009094,B00010083,Mastercard,Success,12.02
P00009099,B00010089,Cash,Success,23.33
P00009102,B00010092,Visa,Refunded,38.98
P00009103,B00010093,Visa,Success,20.75
P00009104,B00010094,Paynow,Success,48.58
P00009105,B00010095,Mastercard,Success,46.85
P00009107,B00010097,Visa,Success,28.21
P00009109,B00010099,Cash,Success,30.46
P00009112,B00010102,Visa,Success,57.13
P00009113,B00010103,Cash,Success,7.42
P00009114,B00010105,Cash,Success,43.8
P00009118,B00010109,Paynow,Success,18.47
P00009119,B00010111,Paynow,Success,16.27
P00009123,B00010116,Cash,Success,53.03
P00009125,B00010118,Cash,Failed,49.03
P00009126,B00010120,Cash,Success,24.23
P00009127,B00010121,Mastercard,Success,25.93
P00009128,B00010122,Paynow,Success,19.52
P00009132,B00010126,Visa,Failed,20.36
P00009133,B00010128,Mastercard,Success,15.67
P00009134,B00010129,Paynow,Success,70.42
P00009135,B00010130,Visa,Success,12.11
P00009136,B00010131,Paynow,Success,34.32
P00009142,B00010141,Paynow,Success,27.25
P00009144,B00010144,Visa,Success,47.78
P00009147,B00010147,Paynow,Success,18.32
P00009150,B00010150,Paynow,Success,14.52
P00009157,B00010157,Mastercard,Success,33.34
P00009158,B00010158,Visa,Success,14.45
P00009159,B00010159,Visa,Success,15.54
P00009163,B00010165,Visa,Refunded,58.9
P00009164,B00010166,Visa,Success,13.1
P00009166,B00010168,Paynow,Success,14.81
P00009167,B00010169,Cash,Success,15.78
P00009168,B00010170,Paynow,Success,27.3
P00009173,B00010176,Mastercard,Success,22.5
P00009176,B00010179,Paynow,Success,19.7
P00009178,B00010181,Cash,Success,15.05
P00009179,B00010182,Visa,Success,20.9
P00009183,B00010186,Visa,Success,45.39
P00009185,B00010188,Paynow,Success,24.98
P00009191,B00010194,Visa,Success,23.17
P00009193,B00010196,Mastercard,Success,29.88
P00009199,B00010202,Cash,Success,10.84
P00009202,B00010205,Paynow,Success,38.79
P00009203,B00010206,Cash,Failed,56.88
P00009205,B00010209,Cash,Success,34.15
P00009214,B00010219,Paynow,Success,38.58
P00009217,B00010222,Mastercard,Success,24.08
P00009221,B00010226,Paynow,Success,39.42
P00009222,B00010227,Cash,Success,38.65
P00009226,B00010231,Cash,Success,40.27
P00009229,B00010234,Cash,Success,42.34
P00009232,B00010237,Paynow,Success,20.92
P00009235,B00010240,Visa,Success,12.13
P00009236,B00010241,Mastercard,Success,24.26
P00009238,B00010243,Paynow,Success,17.86
P00009239,B00010244,Paynow,Success,25.91
P00009242,B00010248,Visa,Success,24.31
P00009244,B00010250,Paynow,Success,32.54
P00009246,B00010254,Cash,Success,22.61
P00009253,B00010261,Visa,Success,65.4
P00009254,B00010262,Cash,Success,23.15
P00009258,B00010267,Visa,Success,9.34
P00009260,B00010269,Paynow,Success,11.77
P00009261,B00010270,Paynow,Success,57.82
P00009262,B00010271,Mastercard,Success,15.37
P00009263,B00010272,Cash,Success,11.44
P00009265,B00010274,Mastercard,Success,28.15
P00009266,B00010275,Cash,Success,41.51
P00009268,B00010277,Mastercard,Success,35.65
P00009269,B00010279,Visa,Success,44.82
P00009270,B00010280,Cash,Success,37.62
P00009271,B00010281,Mastercard,Success,55.66
P00009272,B00010282,Mastercard,Success,52.25
P00009273,B00010283,Cash,Success,15.36
P00009275,B00010285,Mastercard,Success,17.4
P00009278,B00010289,Paynow,Success,36.43
P00009279,B00010290,Cash,Success,19.02
P00009282,B00010294,Paynow,Success,8.54
P00009284,B00010296,Paynow,Success,12.62
P00009288,B00010300,Cash,Success,19.52
P00009290,B00010302,Paynow,Success,42.62
P00009292,B00010304,Visa,Success,52.69
P00009294,B00010306,Visa,Success,28.63
P00009295,B00010307,Paynow,Success,36.6
P00009296,B00010308,Paynow,Success,21.31
P00009299,B00010313,Visa,Success,60.79
P00009300,B00010315,Cash,Success,45.14
P00009301,B00010316,Mastercard,Success,16.82
P00009302,B00010318,Mastercard,Refunded,36.37
P00009304,B00010320,Paynow,Success,34.82
P00009305,B00010321,Visa,Success,33.98
P00009306,B00010322,Visa,Success,46.39
P00009307,B00010323,Visa,Success,21.52
P00009311,B00010328,Mastercard,Success,16.99
P00009312,B00010329,Cash,Success,41.06
P00009313,B00010330,Mastercard,Success,46.84
P00009314,B00010331,Mastercard,Success,64.2
P00009315,B00010332,Visa,Success,35.77
P00009319,B00010336,Cash,Success,25.0
P00009328,B00010348,Paynow,Success,8.46
P00009329,B00010349,Mastercard,Success,41.99
P00009330,B00010350,Cash,Success,48.12
P00009331,B00010351,Cash,Success,30.34
P00009332,B00010352,Cash,Success,52.83
P00009334,B00010354,Paynow,Success,22.03
P00009335,B00010356,Paynow,Success,26.64
P00009336,B00010357,Cash,Success,17.81
P00009338,B00010359,Paynow,Success,13.78
P00009339,B00010360,Visa,Success,18.81
P00009342,B00010363,Cash,Success,8.32
P00009343,B00010365,Mastercard,Success,33.49
P00009344,B00010368,Mastercard,Success,49.63
P00009347,B00010371,Paynow,Success,21.38
P00009348,B00010372,Cash,Success,8.46
P00009353,B00010377,Visa,Success,36.23
P00009354,B00010378,Cash,Success,31.68
P00009355,B00010379,Visa,Success,14.98
P00009357,B00010382,Paynow,Success,51.14
P00009359,B00010384,Mastercard,Success,23.56
P00009360,B00010385,Mastercard,Success,30.86
P00009361,B00010386,Cash,Success,11.18
P00009364,B00010389,Cash,Success,15.6
P00009366,B00010391,Paynow,Success,12.07
P00009367,B00010392,Mastercard,Success,11.23
P00009368,B00010393,Visa,Success,77.23
P00009370,B00010395,Paynow,Success,14.89
P00009374,B00010399,Visa,Success,24.72
P00009375,B00010400,Visa,Success,22.59
P00009376,B00010401,Visa,Success,60.43
P00009378,B00010403,Paynow,Success,35.26
P00009380,B00010405,Paynow,Failed,23.39
P00009381,B00010406,Paynow,Success,48.12
P00009385,B00010410,Paynow,Success,18.32
P00009386,B00010411,Mastercard,Success,7.21
P00009387,B00010412,Mastercard,Success,53.86
P00009389,B00010414,Mastercard,Success,48.94
P00009390,B00010415,Cash,Success,8.81
P00009394,B00010419,Paynow,Success,14.23
P00009396,B00010423,Cash,Success,25.19
P00009399,B00010426,Mastercard,Success,28.54
P00009400,B00010427,Mastercard,Success,41.92
P00009401,B00010428,Visa,Success,9.16
P00009402,B00010429,Cash,Success,12.07
P00009407,B00010434,Cash,Success,56.71
P00009408,B00010435,Paynow,Success,10.42
P00009411,B00010439,Paynow,Success,30.38
P00009414,B00010442,Mastercard,Success,34.23
P00009415,B00010445,Cash,Success,72.96
P00009416,B00010446,Paynow,Success,51.89
P00009418,B00010448,Cash,Success,35.22
P00009421,B00010451,Visa,Success,55.13
P00009424,B00010454,Paynow,Success,60.07
P00009425,B00010455,Visa,Success,19.28
P00009427,B00010457,Cash,Success,48.65
P00009428,B00010458,Paynow,Success,29.56
P00009429,B00010459,Visa,Success,34.1
P00009430,B00010460,Cash,Success,68.35
P00009431,B00010461,Mastercard,Success,13.21
P00009432,B00010462,Cash,Success,17.06
P00009433,B00010463,Cash,Success,35.62
P00009438,B00010469,Cash,Success,35.1
P00009439,B00010470,Visa,Success,34.03
P00009440,B00010471,Visa,Success,7.52
P00009441,B00010472,Visa,Success,12.92
P00009442,B00010473,Mastercard,Success,54.81
P00009446,B00010477,Visa,Success,33.87
P00009449,B00010480,Mastercard,Success,11.48
P00009451,B00010482,Cash,Success,43.75
P00009456,B00010487,Paynow,Success,43.3
P00009460,B00010493,Cash,Success,49.97
P00009461,B00010494,Visa,Success,35.88
P00009462,B00010495,Mastercard,Success,14.53
P00009466,B00010499,Paynow,Success,16.36
P00009469,B00010502,Mastercard,Success,60.12
P00009471,B00010504,Paynow,Success,32.66
P00009472,B00010505,Paynow,Success,13.95
P00009476,B00010509,Cash,Success,46.44
P00009477,B00010510,Mastercard,Success,40.57
P00009483,B00010516,Mastercard,Failed,47.45
P00009484,B00010517,Cash,Success,9.43
P00009487,B00010520,Cash,Success,18.17
P00009488,B00010522,Mastercard,Success,10.39
P00009489,B00010523,Cash,Success,33.44
P00009490,B00010524,Mastercard,Success,42.14
P00009492,B00010527,Visa,Success,7.68
P00009493,B00010528,Cash,Success,22.66
P00009494,B00010529,Cash,Failed,27.2
P00009496,B00010531,Cash,Refunded,15.37
P00009497,B00010532,Mastercard,Success,38.32
P00009498,B00010534,Mastercard,Success,32.37
P00009500,B00010536,Visa,Success,30.68
P00009502,B00010538,Mastercard,Success,55.82
P00009507,B00010543,Cash,Success,51.46
P00009508,B00010544,Visa,Success,54.31
P00009512,B00010548,Paynow,Success,16.4
P00009513,B00010549,Paynow,Success,12.17
P00009514,B00010550,Visa,Success,73.58
P00009518,B00010555,Cash,Failed,50.57
P00009519,B00010556,Cash,Success,37.08
P00009520,B00010557,Visa,Success,15.64
P00009522,B00010559,Cash,Success,20.52
P00009523,B00010560,Visa,Success,9.75
P00009524,B00010561,Visa,Success,42.98
P00009525,B00010562,Paynow,Success,10.83
P00009526,B00010563,Paynow,Success,39.12
P00009528,B00010566,Mastercard,Success,17.67
P00009530,B00010568,Paynow,Success,27.4
P00009536,B00010576,Visa,Success,45.24
P00009538,B00010581,Paynow,Success,15.52
P00009541,B00010585,Cash,Success,16.66
P00009543,B00010588,Visa,Success,19.12
P00009545,B00010590,Cash,Success,13.44
P00009546,B00010591,Paynow,Success,37.97
P00009547,B00010592,Paynow,Success,39.02
P00009549,B00010594,Visa,Success,50.08
P00009550,B00010595,Mastercard,Success,15.19
P00009555,B00010600,Visa,Success,23.92
P00009556,B00010601,Cash,Success,33.41
P00009557,B00010602,Visa,Success,12.9
P00009559,B00010604,Cash,Success,7.72
P00009561,B00010606,Mastercard,Success,22.54
P00009562,B00010607,Paynow,Success,23.57
P00009563,B00010609,Visa,Success,43.4
P00009564,B00010611,Cash,Success,16.7
P00009567,B00010614,Visa,Success,43.4
P00009568,B00010615,Mastercard,Success,33.0
P00009570,B00010617,Cash,Success,29.48
P00009571,B00010618,Visa,Success,24.95
P00009572,B00010620,Visa,Success,11.11
P00009574,B00010622,Cash,Success,19.63
P00009576,B00010625,Visa,Success,40.65
P00009577,B00010626,Visa,Success,46.77
P00009581,B00010630,Paynow,Success,37.8
P00009583,B00010632,Cash,Success,37.42
P00009585,B00010634,Visa,Success,34.53
P00009586,B00010635,Visa,Success,14.63
P00009587,B00010636,Paynow,Success,18.02
P00009589,B00010638,Mastercard,Success,32.9
P00009590,B00010639,Mastercard,Success,75.41
P00009595,B00010645,Visa,Success,73.1
P00009596,B00010646,Visa,Success,36.62
P00009597,B00010647,Visa,Success,51.79
P00009599,B00010651,Mastercard,Success,58.0
P00009602,B00010654,Mastercard,Success,33.98
P00009603,B00010655,Visa,Success,13.28
P00009604,B00010656,Cash,Success,27.59
P00009606,B00010659,Paynow,Success,10.06
P00009607,B00010660,Paynow,Success,14.45
P00009614,B00010668,Paynow,Refunded,22.51
P00009616,B00010670,Visa,Success,21.18
P00009617,B00010671,Cash,Success,40.19
P00009619,B00010673,Mastercard,Success,18.94
P00009620,B00010674,Visa,Success,34.52
P00009622,B00010676,Paynow,Success,16.43
P00009623,B00010677,Paynow,Success,37.4
P00009624,B00010678,Mastercard,Success,56.0
P00009630,B00010684,Paynow,Success,25.04
P00009632,B00010687,Mastercard,Refunded,39.2
P00009633,B00010689,Cash,Success,26.76
P00009634,B00010690,Mastercard,Success,19.84
P00009637,B00010694,Cash,Success,61.66
P00009643,B00010700,Visa,Success,40.57
P00009645,B00010702,Cash,Success,55.3
P00009646,B00010703,Cash,Success,64.37
P00009648,B00010705,Paynow,Success,10.04
P00009649,B00010706,Mastercard,Success,31.52
P00009651,B00010708,Visa,Success,29.41
P00009653,B00010710,Mastercard,Success,16.63
P00009655,B00010712,Visa,Success,16.93
P00009657,B00010715,Mastercard,Success,29.95
P00009658,B00010716,Cash,Success,35.64
P00009659,B00010718,Visa,Success,26.24
P00009661,B00010721,Mastercard,Refunded,27.23
P00009662,B00010722,Mastercard,Success,13.22
P00009665,B00010725,Visa,Success,14.26
P00009666,B00010726,Mastercard,Success,57.36
P00009667,B00010727,Cash,Success,15.85
P00009668,B00010728,Visa,Success,37.07
P00009669,B00010729,Cash,Success,30.65
P00009674,B00010738,Mastercard,Success,26.16
P00009677,B00010741,Mastercard,Success,43.7
P00009679,B00010743,Visa,Success,33.07
P00009680,B00010744,Mastercard,Success,46.54
P00009683,B00010747,Paynow,Success,43.08
P00009684,B00010748,Paynow,Success,14.69
P00009685,B00010749,Mastercard,Failed,34.33
P00009686,B00010750,Cash,Success,28.37
P00009687,B00010751,Paynow,Success,18.63
P00009689,B00010753,Cash,Success,33.93
P00009690,B00010754,Cash,Success,22.13
P00009694,B00010758,Cash,Success,26.86
P00009695,B00010759,Mastercard,Success,28.71
P00009696,B00010760,Cash,Success,27.23
P00009697,B00010761,Mastercard,Success,30.4
P00009698,B00010763,Paynow,Success,56.21
P00009699,B00010764,Visa,Success,44.35
P00009700,B00010766,Visa,Success,55.84
P00009701,B00010767,Cash,Success,17.8
P00009704,B00010770,Paynow,Success,43.72
P00009705,B00010771,Mastercard,Success,10.73
P00009706,B00010772,Paynow,Success,45.16
P00009708,B00010774,Mastercard,Success,13.51
P00009710,B00010776,Cash,Success,44.69
P00009711,B00010777,Cash,Success,51.84
P00009712,B00010778,Visa,Success,7.88
P00009715,B00010781,Mastercard,Success,27.19
P00009716,B00010782,Visa,Success,25.57
P00009717,B00010783,Paynow,Success,33.97
P00009718,B00010784,Paynow,Success,14.29
P00009719,B00010785,Mastercard,Success,57.42
P00009721,B00010787,Mastercard,Success,21.91
P00009725,B00010793,Visa,Success,23.21
P00009726,B00010794,Cash,Success,7.4
P00009728,B00010796,Mastercard,Success,51.17
P00009731,B00010799,Paynow,Success,38.17
P00009737,B00010805,Visa,Success,19.94
P00009741,B00010810,Cash,Success,25.31
P00009742,B00010813,Mastercard,Success,58.03
P00009743,B00010815,Visa,Success,30.36
P00009746,B00010819,Visa,Success,31.61
P00009749,B00010822,Cash,Success,45.69
P00009751,B00010824,Paynow,Success,14.63
P00009755,B00010829,Visa,Success,54.94
P00009756,B00010831,Cash,Success,32.03
P00009758,B00010834,Paynow,Success,21.44
P00009760,B00010836,Paynow,Success,5.58
P00009761,B00010837,Cash,Success,64.51
P00009764,B00010840,Cash,Success,8.45
P00009766,B00010842,Paynow,Success,31.66
P00009769,B00010846,Mastercard,Success,21.26
P00009770,B00010847,Cash,Success,28.6
P00009771,B00010848,Mastercard,Success,30.02
P00009773,B00010850,Paynow,Success,42.89
P00009774,B00010851,Visa,Success,18.0
P00009776,B00010853,Visa,Success,28.79
P00009777,B00010854,Cash,Success,37.8
P00009779,B00010856,Paynow,Success,36.86
P00009781,B00010859,Cash,Success,15.91
P00009783,B00010861,Cash,Success,21.44
P00009786,B00010865,Visa,Success,10.81
P00009790,B00010870,Cash,Success,19.04
P00009791,B00010871,Paynow,Success,47.39
P00009794,B00010874,Paynow,Success,10.37
P00009795,B00010875,Cash,Success,39.69
P00009798,B00010878,Paynow,Success,18.72
P00009800,B00010880,Visa,Success,18.37
P00009802,B00010883,Visa,Success,14.42
P00009803,B00010884,Paynow,Success,29.12
P00009805,B00010886,Mastercard,Success,21.26
P00009806,B00010887,Paynow,Success,25.86
P00009807,B00010888,Mastercard,Failed,42.07
P00009808,B00010889,Visa,Success,34.92
P00009809,B00010890,Paynow,Success,29.26
P00009810,B00010892,Cash,Success,18.54
P00009812,B00010894,Visa,Success,44.48
P00009813,B00010895,Mastercard,Success,29.99
P00009816,B00010898,Paynow,Success,15.75
P00009817,B00010899,Paynow,Success,23.5
P00009818,B00010900,Cash,Success,56.27
P00009819,B00010902,Mastercard,Success,21.11
P00009822,B00010905,Mastercard,Success,56.74
P00009825,B00010908,Visa,Success,22.1
P00009827,B00010910,Mastercard,Success,24.8
P00009828,B00010911,Mastercard,Success,35.25
P00009829,B00010912,Cash,Success,24.09
P00009834,B00010917,Mastercard,Success,34.48
P00009837,B00010920,Cash,Success,23.36
P00009838,B00010921,Visa,Success,27.94
P00009840,B00010923,Cash,Success,21.0
P00009841,B00010924,Mastercard,Success,28.12
P00009842,B00010925,Mastercard,Success,62.09
P00009843,B00010926,Cash,Success,38.59
P00009846,B00010929,Cash,Success,22.51
P00009849,B00010933,Visa,Success,21.56
P00009850,B00010934,Cash,Success,24.54
P00009852,B00010936,Mastercard,Success,27.05
P00009853,B00010937,Visa,Success,37.93
P00009854,B00010939,Cash,Success,67.06
P00009856,B00010941,Cash,Success,32.63
P00009861,B00010947,Visa,Success,21.36
P00009862,B00010948,Visa,Success,8.3
P00009864,B00010950,Mastercard,Success,17.17
P00009866,B00010953,Cash,Success,5.68
P00009868,B00010956,Cash,Success,56.93
P00009870,B00010958,Visa,Success,35.06
P00009871,B00010959,Paynow,Success,5.78
P00009874,B00010962,Cash,Success,16.74
P00009875,B00010963,Paynow,Success,37.6
P00009878,B00010966,Paynow,Success,34.43
P00009879,B00010967,Cash,Success,22.87
P00009883,B00010972,Mastercard,Failed,19.4
P00009885,B00010974,Mastercard,Success,19.45
P00009886,B00010975,Visa,Success,11.16
P00009887,B00010977,Visa,Success,73.68
P00009889,B00010980,Mastercard,Success,16.15
P00009891,B00010983,Paynow,Success,9.7
P00009893,B00010985,Mastercard,Success,19.46
P00009896,B00010988,Cash,Success,33.02
P00009897,B00010989,Paynow,Success,31.18
P00009898,B00010990,Visa,Success,33.64
P00009900,B00010992,Visa,Success,34.07
P00009901,B00010993,Cash,Success,14.02
P00009906,B00010999,Cash,Success,9.59
P00009908,B00011002,Cash,Success,55.87
P00009912,B00011006,Mastercard,Success,55.44
P00009913,B00011007,Mastercard,Success,29.92
P00009915,B00011009,Visa,Success,63.05
P00009916,B00011010,Cash,Success,31.28
P00009918,B00011012,Paynow,Success,46.47
P00009919,B00011014,Paynow,Success,31.1
P00009920,B00011015,Paynow,Success,15.56
P00009921,B00011016,Mastercard,Success,24.12
P00009923,B00011019,Visa,Success,36.71
P00009924,B00011020,Mastercard,Success,15.84
P00009925,B00011021,Paynow,Success,52.96
P00009927,B00011023,Cash,Success,11.33
P00009928,B00011024,Paynow,Success,13.37
P00009930,B00011026,Paynow,Success,26.14
P00009931,B00011027,Paynow,Success,20.69
P00009934,B00011030,Visa,Success,53.54
P00009936,B00011032,Cash,Success,24.2
P00009938,B00011034,Cash,Success,18.31
P00009943,B00011039,Mastercard,Success,23.86
P00009944,B00011040,Paynow,Success,30.78
P00009946,B00011042,Mastercard,Success,59.33
P00009950,B00011047,Paynow,Success,33.22
P00009954,B00011051,Mastercard,Success,12.82
P00009955,B00011052,Mastercard,Success,6.84
P00009956,B00011053,Visa,Success,32.2
P00009957,B00011055,Paynow,Success,38.55
P00009958,B00011056,Paynow,Success,35.57
P00009959,B00011057,Cash,Failed,6.17
P00009963,B00011064,Visa,Success,32.79
P00009966,B00011067,Paynow,Success,52.87
P00009969,B00011070,Mastercard,Success,9.5
P00009972,B00011073,Paynow,Success,44.51
P00009973,B00011074,Cash,Success,21.95
P00009974,B00011075,Mastercard,Success,23.9
P00009976,B00011078,Paynow,Success,28.15
P00009977,B00011079,Cash,Success,23.95
P00009978,B00011080,Cash,Success,14.53
P00009980,B00011082,Paynow,Success,47.77
P00009982,B00011084,Mastercard,Success,44.28
P00009984,B00011086,Mastercard,Success,14.41
P00009985,B00011087,Cash,Success,30.7
P00009986,B00011088,Paynow,Success,35.78
P00009987,B00011089,Mastercard,Success,27.68
P00009990,B00011092,Mastercard,Success,51.91
P00009992,B00011095,Visa,Success,9.85
P00009995,B00011098,Mastercard,Success,32.6
P00009997,B00011100,Cash,Success,18.94
P00010000,B00011105,Paynow,Success,31.98
P00010001,B00011106,Cash,Success,49.9
P00010003,B00011108,Visa,Success,17.22
P00010006,B00011111,Visa,Success,41.2
P00010007,B00011112,Visa,Success,11.62
P00010010,B00011117,Visa,Success,6.54
P00010012,B00011119,Mastercard,Success,41.74
P00010013,B00011120,Mastercard,Success,10.56
P00010014,B00011121,Cash,Success,32.14
P00010015,B00011122,Cash,Success,52.42
P00010016,B00011123,Cash,Success,31.27
P00010019,B00011126,Cash,Success,36.48
P00010020,B00011127,Mastercard,Success,57.92
P00010021,B00011128,Paynow,Success,7.76
P00010023,B00011130,Paynow,Success,29.07
P00010024,B00011131,Visa,Success,46.1
P00010028,B00011135,Paynow,Success,9.52
P00010030,B00011137,Visa,Success,67.18
P00010033,B00011141,Paynow,Success,66.94
P00010034,B00011142,Paynow,Success,10.63
P00010036,B00011144,Paynow,Success,17.83
P00010037,B00011146,Paynow,Success,17.91
P00010040,B00011149,Paynow,Success,9.94
P00010043,B00011152,Paynow,Success,52.11
P00010045,B00011155,Cash,Success,44.55
P00010047,B00011157,Paynow,Success,19.61
P00010051,B00011161,Cash,Success,57.8
P00010052,B00011162,Visa,Success,34.04
