payment_id,booking_id,payment_method,payment_status,amount
P00013541,B00015064,PayNow,Success,76.3
P00013543,B00015066,Cash,Success,37.94
P00013546,B00015070,Cash,Success,10.55
P00013550,B00015076,Visa,Success,11.25
P00013551,B00015079,Mastercard,Success,24.77
P00013553,B00015081,PayNow,Failed,23.11
P00013557,B00015085,Visa,Success,10.9
P00013563,B00015093,Cash,Success,19.45
P00013566,B00015096,PayNow,Success,30.67
P00013573,B00015105,PayNow,Success,10.78
P00013574,B00015106,Mastercard,Success,21.89
P00013575,B00015107,Cash,Success,47.34
P00013576,B00015108,Mastercard,Success,65.74
P00013578,B00015112,Mastercard,Success,8.5
P00013580,B00015114,PayNow,Success,37.12
P00013583,B00015117,Cash,Success,15.91
P00013586,B00015120,Visa,Success,15.48
P00013590,B00015124,PayNow,Success,10.36
P00013592,B00015127,Visa,Success,29.74
P00013593,B00015128,PayNow,Refunded,45.6
P00013595,B00015130,Visa,Success,52.15
P00013597,B00015132,Visa,Success,25.88
P00013598,B00015133,Visa,Success,47.78
P00013602,B00015137,PayNow,Success,43.9
P00013605,B00015140,Visa,Success,33.79
P00013608,B00015143,Cash,Success,41.27
P00013609,B00015145,PayNow,Success,17.0
P00013610,B00015146,Visa,Success,26.83
P00013613,B00015150,Cash,Success,30.1
P00013614,B00015153,Cash,Success,23.41
P00013615,B00015154,Mastercard,Success,16.04
P00013618,B00015157,Visa,Success,73.2
P00013619,B00015158,Mastercard,Success,36.84
P00013620,B00015159,Cash,Success,77.21
P00013623,B00015162,Cash,Success,51.24
P00013625,B00015165,Visa,Failed,13.61
P00013626,B00015166,Mastercard,Success,12.7
P00013627,B00015167,Cash,Success,27.0
P00013630,B00015172,Mastercard,Success,18.64
P00013634,B00015176,Visa,Success,29.72
P00013636,B00015178,Visa,Success,33.73
P00013637,B00015179,Mastercard,Success,22.26
P00013638,B00015180,PayNow,Success,32.44
P00013639,B00015181,Cash,Success,18.85
P00013640,B00015182,Mastercard,Success,15.52
P00013642,B00015185,Cash,Success,48.6
P00013644,B00015187,PayNow,Success,10.32
P00013647,B00015191,PayNow,Success,13.68
P00013653,B00015198,Cash,Success,24.79
P00013655,B00015200,PayNow,Success,77.98
P00013661,B00015208,Visa,Success,23.89
P00013663,B00015210,Mastercard,Success,22.84
P00013664,B00015211,Visa,Success,24.75
P00013665,B00015212,Cash,Success,18.72
P00013670,B00015217,Mastercard,Success,25.69
P00013673,B00015221,Cash,Success,43.02
P00013674,B00015222,Mastercard,Success,40.64
P00013676,B00015224,PayNow,Success,38.39
P00013680,B00015228,Cash,Success,9.04
P00013683,B00015231,Visa,Success,16.87
P00013684,B00015233,Mastercard,Success,19.35
P00013685,B00015234,PayNow,Success,30.73
P00013686,B00015235,Cash,Success,30.1
P00013687,B00015236,Visa,Success,42.48
P00013688,B00015237,Visa,Success,10.12
P00013694,B00015244,Cash,Success,27.74
P00013696,B00015246,Mastercard,Success,11.92
P00013699,B00015249,PayNow,Success,76.51
P00013700,B00015250,PayNow,Success,11.53
P00013702,B00015252,PayNow,Success,10.32
P00013703,B00015253,Visa,Success,28.24
P00013707,B00015258,Visa,Success,45.0
P00013708,B00015259,PayNow,Success,11.63
P00013709,B00015260,PayNow,Success,59.83
P00013710,B00015261,Visa,Success,54.77
P00013713,B00015267,Mastercard,Success,32.51
P00013715,B00015269,Visa,Success,26.23
P00013720,B00015275,Cash,Success,17.76
P00013721,B00015277,PayNow,Success,31.06
P00013724,B00015281,Cash,Success,49.95
P00013725,B00015282,PayNow,Success,32.33
P00013726,B00015283,Mastercard,Failed,47.03
P00013728,B00015285,Cash,Success,32.98
P00013729,B00015287,Cash,Success,24.17
P00013734,B00015292,Cash,Success,10.36
P00013739,B00015297,Cash,Success,48.74
P00013740,B00015298,Mastercard,Success,22.73
P00013741,B00015300,Visa,Success,16.92
P00013743,B00015302,Visa,Success,22.08
P00013744,B00015303,Cash,Success,73.63
P00013745,B00015304,Visa,Success,17.34
P00013747,B00015307,Visa,Success,21.13
P00013748,B00015309,Cash,Success,12.67
P00013751,B00015312,Mastercard,Success,69.22
P00013753,B00015314,Visa,Success,72.94
P00013755,B00015316,PayNow,Success,49.19
P00013756,B00015317,Mastercard,Success,25.26
P00013757,B00015318,PayNow,Failed,67.18
P00013758,B00015319,PayNow,Success,39.94
P00013759,B00015320,Visa,Success,7.87
P00013760,B00015321,Cash,Success,58.27
P00013761,B00015322,Cash,Success,31.56
P00013763,B00015324,Cash,Success,54.05
P00013764,B00015325,Cash,Success,12.73
P00013766,B00015327,Visa,Success,24.07
P00013767,B00015328,Mastercard,Success,64.85
P00013768,B00015329,Visa,Success,11.95
P00013772,B00015333,PayNow,Success,15.16
P00013773,B00015335,Visa,Success,10.37
P00013774,B00015336,Mastercard,Success,21.14
P00013776,B00015338,Mastercard,Refunded,8.1
P00013777,B00015339,Cash,Success,24.01
P00013778,B00015340,Cash,Success,46.76
P00013781,B00015343,Mastercard,Success,31.38
P00013783,B00015345,PayNow,Success,65.69
P00013784,B00015346,PayNow,Success,35.51
P00013788,B00015350,Visa,Success,34.57
P00013789,B00015351,PayNow,Success,38.4
P00013792,B00015354,Cash,Failed,54.47
P00013793,B00015355,Mastercard,Success,27.65
P00013794,B00015356,Visa,Success,16.66
P00013798,B00015360,Mastercard,Success,37.6
P00013800,B00015362,Mastercard,Success,45.69
P00013801,B00015363,Mastercard,Success,12.46
P00013806,B00015368,Mastercard,Success,35.75
P00013808,B00015370,PayNow,Success,43.96
P00013810,B00015372,Cash,Success,13.4
P00013812,B00015374,Visa,Success,20.05
P00013813,B00015375,PayNow,Success,19.18
P00013816,B00015379,Visa,Success,48.98
P00013817,B00015380,Mastercard,Success,43.4
P00013819,B00015382,Visa,Refunded,65.21
P00013820,B00015383,Cash,Success,30.16
P00013821,B00015384,PayNow,Success,29.39
P00013825,B00015388,Cash,Success,31.84
P00013832,B00015396,Visa,Success,26.66
P00013833,B00015397,Mastercard,Success,20.39
P00013835,B00015399,Cash,Success,47.83
P00013839,B00015404,Cash,Success,30.19
P00013840,B00015406,Mastercard,Success,51.3
P00013841,B00015407,PayNow,Refunded,25.69
P00013847,B00015414,PayNow,Success,35.44
P00013848,B00015415,Visa,Success,36.46
P00013852,B00015419,Mastercard,Success,19.27
P00013856,B00015424,PayNow,Success,20.09
P00013860,B00015429,Cash,Success,48.02
P00013862,B00015431,Cash,Success,23.45
P00013863,B00015432,Mastercard,Success,18.6
P00013866,B00015435,Mastercard,Success,52.6
P00013870,B00015439,Mastercard,Success,44.24
P00013871,B00015440,Visa,Success,37.01
P00013872,B00015441,PayNow,Success,70.3
P00013874,B00015443,PayNow,Success,17.78
P00013875,B00015444,PayNow,Success,36.31
P00013876,B00015445,Cash,Success,33.75
P00013878,B00015447,Cash,Success,27.73
P00013882,B00015452,Visa,Success,29.36
P00013883,B00015453,Mastercard,Success,45.09
P00013884,B00015454,PayNow,Success,13.0
P00013885,B00015456,Cash,Success,18.97
P00013886,B00015457,PayNow,Success,30.83
P00013887,B00015458,Visa,Success,16.36
P00013888,B00015459,PayNow,Success,14.64
P00013889,B00015460,PayNow,Success,43.54
P00013890,B00015461,Visa,Success,23.83
P00013891,B00015462,Cash,Success,50.56
P00013893,B00015464,PayNow,Success,39.46
P00013894,B00015465,Mastercard,Success,18.61
P00013896,B00015467,PayNow,Success,30.5
P00013897,B00015468,PayNow,Success,25.96
P00013898,B00015469,PayNow,Success,31.87
P00013900,B00015471,Visa,Success,73.8
P00013904,B00015476,Mastercard,Success,67.37
P00013908,B00015480,Visa,Success,32.51
P00013909,B00015481,Cash,Success,13.1
P00013911,B00015483,Cash,Success,8.21
P00013912,B00015484,Mastercard,Success,51.71
P00013913,B00015485,PayNow,Success,10.87
P00013915,B00015487,Mastercard,Success,27.36
P00013916,B00015488,PayNow,Success,12.89
P00013917,B00015489,Cash,Success,10.12
P00013919,B00015491,PayNow,Success,37.76
P00013920,B00015492,PayNow,Success,29.97
P00013921,B00015493,PayNow,Success,13.31
P00013922,B00015494,Mastercard,Failed,30.53
P00013926,B00015498,Visa,Success,43.09
P00013929,B00015501,Mastercard,Success,36.16
P00013930,B00015502,Visa,Success,45.33
P00013931,B00015503,Cash,Success,5.84
P00013932,B00015504,PayNow,Success,39.95
P00013933,B00015505,Cash,Success,39.62
P00013935,B00015507,Cash,Success,32.09
P00013938,B00015510,Visa,Success,26.88
P00013939,B00015511,PayNow,Success,29.69
P00013940,B00015512,Visa,Success,13.78
P00013941,B00015513,Cash,Success,38.36
P00013945,B00015517,Visa,Success,47.26
P00013946,B00015518,Visa,Success,46.51
P00013947,B00015519,PayNow,Success,47.88
P00013948,B00015520,Visa,Success,12.29
P00013949,B00015521,Mastercard,Success,11.57
P00013950,B00015522,Cash,Success,46.75
P00013952,B00015525,Visa,Success,14.74
P00013953,B00015526,Mastercard,Success,11.74
P00013954,B00015527,Visa,Success,42.88
P00013955,B00015532,Cash,Success,14.02
P00013957,B00015534,Visa,Success,19.98
P00013958,B00015535,Visa,Success,15.26
P00013961,B00015538,Mastercard,Success,55.96
P00013962,B00015539,Mastercard,Success,10.21
P00013963,B00015540,PayNow,Success,11.59
P00013964,B00015541,Cash,Success,16.92
P00013966,B00015543,PayNow,Success,38.74
P00013969,B00015547,PayNow,Success,15.85
P00013979,B00015558,Visa,Refunded,25.87
P00013981,B00015561,Cash,Success,40.39
P00013984,B00015565,Cash,Success,27.02
P00013985,B00015566,PayNow,Success,22.93
P00013988,B00015569,PayNow,Success,41.47
P00013990,B00015571,Cash,Success,20.82
P00013993,B00015575,PayNow,Success,11.91
P00013994,B00015576,Mastercard,Success,11.53
P00014000,B00015584,PayNow,Refunded,51.07
P00014002,B00015586,Visa,Success,70.97
P00014003,B00015588,PayNow,Refunded,8.62
P00014005,B00015590,PayNow,Success,14.27
P00014008,B00015593,Mastercard,Success,19.48
P00014009,B00015594,Visa,Success,36.82
P00014011,B00015596,Cash,Failed,10.27
P00014013,B00015598,Cash,Success,57.58
P00014016,B00015602,Cash,Success,37.66
P00014017,B00015603,PayNow,Success,77.98
P00014019,B00015605,Cash,Success,21.74
P00014020,B00015606,Cash,Success,11.09
P00014022,B00015608,Cash,Success,24.13
P00014023,B00015609,Mastercard,Success,16.6
P00014024,B00015610,Cash,Success,28.09
P00014025,B00015611,Visa,Success,15.36
P00014027,B00015613,Visa,Success,24.05
P00014029,B00015615,Mastercard,Success,72.0
P00014034,B00015620,Mastercard,Success,9.25
P00014040,B00015626,Visa,Success,31.9
P00014042,B00015630,PayNow,Success,29.92
P00014043,B00015631,Mastercard,Success,43.9
P00014046,B00015635,Cash,Success,28.08
P00014051,B00015640,PayNow,Success,31.18
P00014057,B00015647,Visa,Success,70.73
P00014059,B00015650,Visa,Success,46.53
P00014064,B00015655,Mastercard,Success,15.25
P00014065,B00015656,Visa,Success,46.7
P00014066,B00015657,Mastercard,Success,21.37
P00014068,B00015660,PayNow,Success,24.66
P00014069,B00015661,Cash,Success,18.23
P00014076,B00015669,Visa,Success,15.35
P00014078,B00015671,Visa,Success,63.98
P00014080,B00015673,Cash,Success,8.93
P00014082,B00015675,Visa,Success,36.52
P00014083,B00015676,PayNow,Success,37.7
P00014086,B00015679,Cash,Success,11.74
P00014087,B00015680,PayNow,Success,48.74
P00014093,B00015687,PayNow,Success,31.39
P00014094,B00015688,Visa,Success,8.26
P00014100,B00015695,Cash,Success,24.78
P00014103,B00015698,Cash,Success,12.12
P00014104,B00015699,Cash,Success,28.87
P00014105,B00015701,Visa,Success,9.63
P00014108,B00015704,Visa,Success,69.07
P00014109,B00015705,Cash,Success,19.66
P00014110,B00015706,Mastercard,Success,14.23
P00014111,B00015707,Cash,Success,77.4
P00014112,B00015708,PayNow,Success,49.37
P00014114,B00015710,Mastercard,Success,26.23
P00014115,B00015711,Cash,Success,47.47
P00014116,B00015712,PayNow,Success,34.62
P00014117,B00015714,Visa,Success,8.01
P00014119,B00015716,Cash,Success,40.61
P00014120,B00015717,Mastercard,Success,42.45
P00014122,B00015719,Visa,Success,36.62
P00014128,B00015727,PayNow,Success,22.77
P00014130,B00015731,Cash,Success,39.62
P00014133,B00015735,Cash,Success,35.88
P00014134,B00015736,Visa,Success,19.45
P00014136,B00015738,Cash,Success,38.3
P00014137,B00015739,Visa,Success,46.73
P00014141,B00015745,PayNow,Failed,11.9
P00014143,B00015747,Visa,Success,31.06
P00014145,B00015749,Cash,Success,44.3
P00014146,B00015750,PayNow,Success,38.43
P00014147,B00015751,PayNow,Success,41.33
P00014148,B00015752,Mastercard,Success,17.44
P00014152,B00015756,Visa,Success,12.17
P00014156,B00015760,PayNow,Failed,34.83
P00014160,B00015766,PayNow,Success,22.4
P00014162,B00015768,Mastercard,Success,13.82
P00014163,B00015770,PayNow,Success,30.38
P00014164,B00015771,Visa,Refunded,52.42
P00014166,B00015773,Cash,Success,10.8
P00014167,B00015774,Mastercard,Success,45.89
P00014168,B00015775,Visa,Success,35.71
P00014170,B00015777,Cash,Success,27.95
P00014171,B00015778,Mastercard,Failed,19.77
P00014172,B00015779,Cash,Success,41.38
P00014173,B00015780,Cash,Success,29.14
P00014174,B00015781,PayNow,Success,22.34
P00014175,B00015782,Cash,Success,33.31
P00014177,B00015785,Visa,Success,27.22
P00014178,B00015786,PayNow,Success,38.88
P00014179,B00015787,Mastercard,Success,67.56
P00014181,B00015789,Mastercard,Success,15.41
P00014185,B00015793,Mastercard,Success,63.48
P00014186,B00015794,Visa,Success,26.58
P00014190,B00015801,Mastercard,Success,31.57
P00014191,B00015802,Cash,Success,27.9
P00014194,B00015806,PayNow,Success,37.43
P00014196,B00015808,PayNow,Success,54.65
P00014200,B00015813,Mastercard,Failed,70.44
P00014201,B00015814,Mastercard,Success,60.14
P00014206,B00015819,Cash,Success,45.52
P00014207,B00015820,Visa,Success,13.48
P00014208,B00015821,Mastercard,Success,36.01
P00014209,B00015822,Cash,Success,12.91
P00014211,B00015824,Visa,Success,34.14
P00014212,B00015825,Mastercard,Success,51.58
P00014213,B00015826,Visa,Success,14.72
P00014216,B00015829,Cash,Success,14.81
P00014217,B00015830,Cash,Success,46.47
P00014221,B00015834,Mastercard,Success,22.07
P00014222,B00015835,Visa,Success,14.38
P00014223,B00015836,Mastercard,Success,24.57
P00014224,B00015837,Cash,Success,16.08
P00014225,B00015838,Cash,Success,8.65
P00014228,B00015841,Visa,Success,24.97
P00014229,B00015842,Mastercard,Success,59.62
P00014230,B00015843,Cash,Success,17.87
P00014231,B00015845,Visa,Success,11.09
P00014233,B00015847,Visa,Success,38.62
P00014234,B00015848,Cash,Success,28.51
P00014235,B00015849,PayNow,Success,8.61
P00014240,B00015855,PayNow,Refunded,39.25
P00014243,B00015858,Mastercard,Success,44.14
P00014244,B00015859,Mastercard,Success,37.02
P00014245,B00015860,Cash,Success,44.74
P00014248,B00015863,Cash,Success,6.3
P00014249,B00015864,PayNow,Success,36.05
P00014251,B00015866,PayNow,Success,13.36
P00014254,B00015869,Cash,Success,49.37
P00014256,B00015871,Visa,Failed,25.86
P00014258,B00015873,Visa,Success,13.73
P00014260,B00015875,Mastercard,Success,7.16
P00014261,B00015878,Cash,Success,33.06
P00014262,B00015879,Cash,Success,18.25
P00014264,B00015881,Mastercard,Success,17.19
P00014265,B00015882,Cash,Success,27.45
P00014266,B00015883,Cash,Success,27.12
P00014277,B00015895,PayNow,Success,14.35
P00014279,B00015897,PayNow,Success,29.19
P00014280,B00015898,Mastercard,Failed,30.42
P00014281,B00015899,Visa,Success,24.16
P00014282,B00015900,Mastercard,Success,12.95
P00014287,B00015906,Mastercard,Success,12.31
P00014290,B00015910,Visa,Success,41.49
P00014293,B00015913,PayNow,Success,10.62
P00014296,B00015916,PayNow,Success,7.7
P00014298,B00015919,Visa,Success,49.84
P00014299,B00015920,Visa,Success,33.85
P00014300,B00015921,Mastercard,Success,38.81
P00014301,B00015922,Cash,Success,10.89
P00014303,B00015924,Visa,Success,16.06
P00014304,B00015925,PayNow,Success,8.18
P00014306,B00015928,Cash,Success,69.58
P00014307,B00015929,Visa,Success,24.74
P00014312,B00015935,Visa,Success,13.49
P00014314,B00015938,Cash,Success,38.84
P00014315,B00015939,Mastercard,Success,37.19
P00014318,B00015942,Visa,Success,30.58
P00014322,B00015947,PayNow,Success,12.73
P00014323,B00015948,Mastercard,Success,37.32
P00014324,B00015949,Mastercard,Success,20.54
P00014327,B00015952,Mastercard,Success,25.25
P00014329,B00015955,PayNow,Failed,9.79
P00014330,B00015956,PayNow,Failed,70.7
P00014333,B00015959,PayNow,Success,57.15
P00014335,B00015962,Mastercard,Success,38.3
P00014336,B00015963,Mastercard,Success,41.45
P00014337,B00015964,PayNow,Success,17.71
P00014339,B00015966,Cash,Success,54.53
P00014343,B00015970,Mastercard,Success,75.94
P00014345,B00015972,Mastercard,Success,32.78
P00014347,B00015975,Visa,Success,13.77
P00014350,B00015978,Visa,Success,10.01
P00014351,B00015979,Cash,Success,15.22
P00014354,B00015982,Visa,Success,36.62
P00014355,B00015983,Visa,Success,13.15
P00014358,B00015986,Mastercard,Success,42.16
P00014359,B00015987,Cash,Success,6.02
P00014360,B00015988,PayNow,Success,23.14
P00014362,B00015991,Mastercard,Success,10.31
P00014363,B00015992,Visa,Success,6.52
P00014364,B00015993,PayNow,Success,30.25
P00014365,B00015994,Mastercard,Success,44.96
P00014366,B00015995,PayNow,Success,28.91
P00014367,B00015996,Visa,Success,54.34
P00014368,B00015997,Mastercard,Success,58.41
P00014369,B00015998,PayNow,Success,5.56
P00014374,B00016003,Visa,Success,51.84
P00014375,B00016004,PayNow,Failed,18.42
P00014376,B00016006,Visa,Success,24.22
P00014380,B00016011,Mastercard,Success,36.92
P00014382,B00016013,Cash,Success,35.87
P00014383,B00016014,PayNow,Success,26.19
P00014384,B00016015,Mastercard,Success,69.58
P00014385,B00016016,Mastercard,Success,15.77
P00014386,B00016017,Cash,Success,35.04
P00014387,B00016018,Mastercard,Success,26.62
P00014389,B00016021,Cash,Success,34.52
P00014390,B00016022,Mastercard,Success,20.61
P00014395,B00016027,Visa,Success,44.68
P00014397,B00016029,Cash,Success,17.47
P00014401,B00016035,Visa,Success,35.98
P00014404,B00016038,PayNow,Success,15.44
P00014405,B00016039,Cash,Success,23.06
P00014407,B00016043,Cash,Success,77.93
P00014415,B00016052,PayNow,Success,28.6
P00014416,B00016053,PayNow,Success,55.73
P00014419,B00016057,Visa,Success,25.31
P00014420,B00016058,Visa,Success,27.94
P00014421,B00016059,PayNow,Success,13.82
P00014423,B00016062,Mastercard,Success,56.66
P00014424,B00016063,Cash,Success,24.77
P00014426,B00016065,Cash,Success,29.4
P00014429,B00016068,PayNow,Success,52.36
P00014431,B00016070,PayNow,Success,12.14
P00014432,B00016071,Mastercard,Success,24.74
P00014435,B00016074,Cash,Success,19.37
P00014436,B00016075,PayNow,Success,32.69
P00014439,B00016078,PayNow,Success,33.29
P00014441,B00016080,Mastercard,Success,17.63
P00014445,B00016086,Mastercard,Success,66.96
P00014446,B00016088,Mastercard,Success,16.58
P00014448,B00016090,Cash,Success,20.95
P00014453,B00016095,Visa,Success,14.1
P00014464,B00016106,Visa,Success,28.92
P00014465,B00016107,PayNow,Success,41.95
P00014466,B00016108,Mastercard,Success,36.1
P00014469,B00016111,Cash,Success,23.18
P00014471,B00016113,Visa,Success,50.6
P00014472,B00016114,PayNow,Failed,66.94
P00014477,B00016119,Mastercard,Success,14.83
P00014478,B00016120,Visa,Success,72.07
P00014479,B00016121,Cash,Success,33.79
P00014483,B00016126,Visa,Success,28.45
P00014487,B00016131,Mastercard,Success,9.36
P00014488,B00016132,PayNow,Success,24.89
P00014491,B00016135,Cash,Success,53.86
P00014492,B00016136,Cash,Success,42.3
P00014494,B00016138,Mastercard,Success,25.32
P00014495,B00016139,Cash,Success,74.33
P00014497,B00016141,Visa,Success,26.9
P00014498,B00016142,PayNow,Success,36.23
P00014503,B00016149,Visa,Success,5.46
P00014506,B00016153,Cash,Success,24.54
P00014507,B00016154,PayNow,Success,76.13
P00014508,B00016155,Visa,Success,45.55
P00014510,B00016157,Visa,Success,23.57
P00014511,B00016159,PayNow,Success,17.36
P00014514,B00016165,Cash,Success,10.85
P00014515,B00016166,Mastercard,Success,11.92
P00014516,B00016167,Cash,Success,14.03
P00014517,B00016169,Mastercard,Success,23.08
P00014518,B00016170,Visa,Success,77.88
P00014522,B00016174,Mastercard,Success,12.64
P00014524,B00016176,Mastercard,Success,40.55
P00014525,B00016177,Mastercard,Success,69.14
P00014528,B00016180,Mastercard,Success,9.11
P00014531,B00016183,PayNow,Success,45.96
P00014536,B00016189,Visa,Success,53.14
P00014537,B00016190,Visa,Success,12.73
P00014540,B00016193,PayNow,Success,16.89
P00014541,B00016194,Cash,Success,45.27
P00014543,B00016197,Cash,Success,13.2
P00014544,B00016198,Cash,Success,31.1
P00014547,B00016201,Mastercard,Success,60.43
P00014551,B00016205,Mastercard,Success,59.81
P00014553,B00016207,Cash,Success,24.1
P00014555,B00016209,Mastercard,Success,29.52
P00014556,B00016210,PayNow,Success,11.74
P00014557,B00016211,PayNow,Success,22.75
P00014558,B00016212,PayNow,Success,44.53
P00014560,B00016214,Visa,Success,28.18
P00014563,B00016217,Cash,Success,26.11
P00014564,B00016218,PayNow,Success,43.44
P00014565,B00016219,Mastercard,Success,29.63
P00014567,B00016221,Visa,Success,26.99
P00014568,B00016222,PayNow,Refunded,9.84
P00014569,B00016223,Cash,Success,8.05
P00014572,B00016226,Mastercard,Success,40.78
P00014574,B00016228,Visa,Success,18.07
P00014575,B00016229,Cash,Success,44.27
P00014577,B00016231,Visa,Success,10.28
P00014582,B00016236,Cash,Success,17.88
P00014584,B00016239,Mastercard,Success,58.23
P00014588,B00016243,Cash,Success,40.73
P00014589,B00016244,PayNow,Success,13.72
P00014592,B00016247,Mastercard,Failed,58.34
P00014593,B00016248,Visa,Success,12.34
P00014594,B00016249,Mastercard,Success,19.06
P00014601,B00016258,Mastercard,Success,36.23
P00014605,B00016263,Visa,Success,13.76
P00014610,B00016270,PayNow,Success,34.4
P00014611,B00016271,Cash,Success,65.64
P00014612,B00016272,Visa,Success,45.03
P00014613,B00016273,Cash,Success,35.48
P00014614,B00016274,PayNow,Success,43.43
P00014616,B00016276,Cash,Success,7.48
P00014618,B00016278,Visa,Success,21.62
P00014619,B00016279,Visa,Success,44.01
P00014621,B00016281,Mastercard,Success,20.07
P00014622,B00016282,Mastercard,Success,26.02
P00014627,B00016288,Cash,Success,22.65
P00014628,B00016289,Visa,Success,24.18
P00014629,B00016290,Visa,Success,28.33
P00014631,B00016293,Visa,Success,35.29
P00014634,B00016296,Mastercard,Success,18.07
P00014639,B00016302,Cash,Success,29.68
P00014640,B00016303,PayNow,Success,19.84
P00014646,B00016310,Mastercard,Success,20.97
P00014647,B00016311,Cash,Success,33.73
P00014648,B00016312,Visa,Success,37.64
P00014649,B00016313,Mastercard,Success,27.71
P00014650,B00016314,Mastercard,Success,21.56
P00014652,B00016316,PayNow,Success,23.45
P00014653,B00016317,PayNow,Success,27.14
P00014660,B00016326,Mastercard,Success,20.92
P00014661,B00016327,Visa,Success,45.16
P00014662,B00016328,Visa,Success,32.67
P00014664,B00016330,Visa,Success,39.3
P00014667,B00016333,Mastercard,Success,50.06
P00014668,B00016334,PayNow,Success,56.56
P00014670,B00016336,Cash,Success,30.0
P00014671,B00016337,PayNow,Success,20.79
P00014673,B00016339,Cash,Success,43.03
P00014675,B00016341,Cash,Success,40.75
P00014676,B00016342,Mastercard,Success,18.86
P00014678,B00016346,Cash,Success,32.52
P00014680,B00016348,Cash,Success,5.75
P00014682,B00016350,PayNow,Failed,24.17
P00014683,B00016351,Visa,Success,58.01
P00014686,B00016354,Visa,Success,11.39
P00014688,B00016356,PayNow,Success,12.92
P00014691,B00016359,PayNow,Success,53.82
P00014692,B00016360,Mastercard,Success,17.57
P00014693,B00016361,PayNow,Success,54.04
P00014697,B00016365,Cash,Success,46.44
P00014698,B00016366,PayNow,Success,43.2
P00014700,B00016368,Visa,Success,37.39
P00014701,B00016369,Cash,Success,69.77
P00014702,B00016370,Mastercard,Success,25.83
P00014703,B00016371,Visa,Success,34.74
P00014704,B00016372,Visa,Success,22.92
P00014708,B00016376,Visa,Success,24.72
P00014711,B00016380,Visa,Success,48.72
P00014714,B00016383,Visa,Success,27.85
P00014715,B00016384,Visa,Success,27.94
P00014716,B00016385,PayNow,Success,31.25
P00014717,B00016386,Cash,Success,40.27
P00014718,B00016387,Cash,Success,33.56
P00014721,B00016390,Mastercard,Success,16.24
P00014724,B00016393,Cash,Success,14.69
P00014727,B00016396,Mastercard,Success,22.13
P00014730,B00016400,Visa,Success,9.61
P00014733,B00016403,Cash,Success,14.21
P00014734,B00016404,Visa,Success,46.27
P00014736,B00016406,Cash,Success,77.95
P00014738,B00016408,Cash,Success,45.94
P00014742,B00016412,Visa,Success,26.55
P00014743,B00016413,PayNow,Success,43.25
P00014746,B00016416,Cash,Success,27.24
P00014747,B00016418,Mastercard,Success,17.38
P00014752,B00016423,PayNow,Success,67.01
P00014753,B00016425,PayNow,Success,51.12
P00014755,B00016427,Visa,Success,34.16
P00014761,B00016434,Cash,Success,46.03
P00014764,B00016437,Cash,Success,45.16
P00014765,B00016438,Cash,Success,72.14
P00014768,B00016442,PayNow,Success,35.28
P00014769,B00016443,PayNow,Success,36.9
P00014772,B00016446,Mastercard,Success,12.72
P00014774,B00016448,Visa,Success,34.1
P00014776,B00016451,Cash,Success,18.31
P00014777,B00016452,Mastercard,Success,35.53
P00014778,B00016453,Cash,Success,37.7
P00014779,B00016455,Mastercard,Success,36.95
P00014783,B00016459,PayNow,Success,19.4
P00014786,B00016463,Visa,Success,24.7
P00014787,B00016464,PayNow,Success,24.17
P00014790,B00016467,PayNow,Success,29.42
P00014795,B00016473,Mastercard,Success,46.37
P00014802,B00016480,PayNow,Success,36.94
P00014806,B00016484,Cash,Success,70.7
P00014810,B00016489,Mastercard,Success,66.12
P00014811,B00016490,Mastercard,Success,15.0
P00014812,B00016491,Cash,Success,58.43
P00014813,B00016492,Cash,Success,41.42
P00014817,B00016496,PayNow,Success,25.3
P00014822,B00016501,Mastercard,Success,31.7
P00014825,B00016504,Cash,Success,7.19
P00014826,B00016505,Cash,Success,14.69
P00014828,B00016507,Mastercard,Success,55.62
P00014830,B00016509,PayNow,Success,22.08
P00014832,B00016511,PayNow,Success,33.17
P00014835,B00016515,PayNow,Success,21.34
P00014836,B00016516,Visa,Success,26.65
P00014837,B00016517,Visa,Success,8.67
P00014838,B00016518,Cash,Success,21.54
P00014840,B00016521,Mastercard,Success,23.38
P00014846,B00016527,Mastercard,Success,16.61
P00014847,B00016528,Visa,Success,19.39
P00014849,B00016530,Cash,Success,9.95
P00014851,B00016532,Visa,Success,26.93
P00014852,B00016533,Visa,Success,22.04
P00014853,B00016534,Mastercard,Success,59.81
P00014854,B00016535,Mastercard,Success,14.62
P00014855,B00016536,Visa,Success,8.95
P00014856,B00016537,Mastercard,Failed,32.94
P00014865,B00016547,PayNow,Success,66.89
P00014866,B00016548,PayNow,Success,6.67
P00014869,B00016551,PayNow,Success,21.29
P00014870,B00016553,Cash,Success,42.6
P00014871,B00016554,Visa,Success,13.9
P00014873,B00016557,Cash,Success,16.75
P00014875,B00016559,Visa,Success,64.51
P00014877,B00016561,Cash,Success,26.21
P00014878,B00016562,Mastercard,Success,40.13
P00014880,B00016564,Mastercard,Success,32.88
P00014882,B00016566,Visa,Success,37.39
P00014883,B00016567,Visa,Success,29.72
P00014884,B00016569,Cash,Success,21.16
P00014888,B00016573,PayNow,Success,34.84
P00014899,B00016585,Cash,Success,36.67
P00014901,B00016588,Visa,Success,45.97
P00014903,B00016590,Mastercard,Success,75.77
