driver_id,total_trips,total_revenue,average_rating
D08900,14,389.73,3.5
D05633,11,389.63,5.0
D08110,11,389.53999999999996,3.2
D08359,11,389.52,3.0
D09982,14,389.51,2.5
D06476,10,389.49999999999994,2.5
D02086,10,389.32,4.0
D06697,10,389.24,3.0
D07229,13,389.2,2.5
D06560,14,389.17,4.25
D04180,11,389.05,3.0
D00736,12,388.98999999999995,2.857142857142857
D08163,14,388.9,1.3333333333333333
D05199,9,388.8,2.5
D09310,15,388.69,3.0
D08980,13,388.64,3.8333333333333335
D08758,11,388.58,2.2
D05877,10,388.56,4.0
D02502,14,388.4,2.5
D09489,14,388.36,3.5
D08870,11,388.22,3.5
D01885,12,388.22,1.5
D09440,12,388.2199999999999,4.0
D03094,13,388.21,3.8
D04928,13,388.18999999999994,2.1666666666666665
D00437,11,387.96999999999997,4.6
D09925,14,387.92999999999995,3.0
D01102,13,387.91,3.0
D02615,16,387.89,3.0
D00360,11,387.82000000000005,2.0
D06640,12,387.71999999999997,
D02938,13,387.54999999999995,2.8
D07448,17,387.5,3.0
D02431,12,387.47999999999996,2.6666666666666665
D07467,12,387.42,3.6
D07750,13,387.39000000000004,3.3333333333333335
D08123,11,387.39,2.5
D08354,15,387.27,3.0
D02942,15,387.26,3.0
D08026,14,387.09999999999997,3.4
D09413,14,387.06000000000006,2.0
D05291,15,386.98,3.3333333333333335
D07438,12,386.96,3.2857142857142856
D00496,12,386.94,4.333333333333333
D09457,14,386.90999999999997,3.142857142857143
D03565,13,386.88000000000005,2.0
D09498,13,386.85999999999996,2.8
D03171,17,386.84000000000003,3.5
D04212,14,386.82,3.8
D02417,11,386.78,2.3333333333333335
D06300,11,386.62,2.75
D03204,13,386.52,2.4
D01927,12,386.47999999999996,4.333333333333333
D05961,14,386.47,2.3333333333333335
D03186,13,386.4500000000001,4.333333333333333
D09148,13,386.43,3.3333333333333335
D02272,12,386.33,1.8
D07329,13,386.21999999999997,2.6666666666666665
D01881,13,386.01,3.25
D07130,13,385.9800000000001,3.6666666666666665
D00657,14,385.89000000000004,3.0
D03423,13,385.73999999999995,5.0
D09001,11,385.58000000000004,3.6666666666666665
D00388,11,385.58,2.0
D09748,14,385.5799999999999,3.0
D06631,12,385.55,2.6666666666666665
D03721,12,385.44,2.1666666666666665
D01327,12,385.38,3.4285714285714284
D09296,14,385.36,3.3333333333333335
D03482,13,385.2,3.5
D08653,9,385.18999999999994,3.75
D01895,10,385.18999999999994,3.5
D00587,13,385.18,3.4
D08693,10,385.05999999999995,3.3333333333333335
D08818,10,385.03,
D09891,16,384.98000000000013,3.6666666666666665
D09490,13,384.90000000000003,2.857142857142857
D03329,9,384.90000000000003,3.0
D07389,12,384.87,3.5
D07259,11,384.77000000000004,
D03264,16,384.77,3.5
D04217,12,384.74,2.75
D03692,12,384.72,3.1666666666666665
D00714,12,384.6,2.0
D08464,12,384.57000000000005,3.75
D07181,16,384.57,3.0
D05723,14,384.51,3.8
D03593,13,384.50000000000006,2.6666666666666665
D03379,13,384.47,2.1666666666666665
D05924,13,384.40000000000003,3.5
D07957,11,384.25,3.5
D00868,11,384.2300000000001,3.3333333333333335
D04507,13,384.22999999999996,2.0
D09065,12,384.16,3.2
D07498,13,384.14000000000004,1.6666666666666667
D08855,13,384.1,1.0
D07667,10,384.06,2.3333333333333335
D02153,13,383.96000000000004,3.2
D01239,16,383.93000000000006,2.4
D05078,15,383.9,2.6666666666666665
D04386,13,383.89,4.25
D06263,9,383.88,3.0
D09684,11,383.88,3.5
D06593,10,383.79,4.0
D00460,12,383.64,2.5714285714285716
D07355,14,383.64,3.6666666666666665
D03518,15,383.55999999999995,2.75
D00944,10,383.55,4.0
D05081,14,383.49,4.0
D04765,14,383.47,2.0
D06416,14,383.44,3.3333333333333335
D07743,10,383.44,3.6666666666666665
D05692,12,383.41,2.5
D09055,14,383.4,2.25
D01432,12,383.37,3.8333333333333335
D02031,12,383.34,4.25
D06168,10,383.29,2.75
D05696,13,383.26000000000005,4.333333333333333
D04766,11,383.26,2.8
D00498,14,383.23999999999995,2.0
D03629,14,383.2000000000001,2.0
D05771,13,383.11999999999995,2.8
D08455,13,383.09,3.6666666666666665
D03015,11,383.00000000000006,4.0
D03465,15,382.93999999999994,3.0
D06801,12,382.83000000000004,2.0
D05919,14,382.8299999999999,2.25
D02663,12,382.71999999999997,2.3333333333333335
D07439,14,382.65,1.3333333333333333
D00648,14,382.63,1.6666666666666667
D00034,16,382.53999999999996,3.4
D05106,13,382.5,2.142857142857143
D08683,11,382.39000000000004,3.6
D04250,13,382.36,2.3333333333333335
D04960,9,382.32000000000005,5.0
D02040,13,382.30999999999995,3.0
D05851,11,382.27,2.0
D01809,11,382.26,4.6
D07504,11,382.20000000000005,3.5
D08171,12,382.12,4.0
D07970,12,382.03,2.1666666666666665
D00113,11,382.01,3.8
D00210,11,381.98,2.75
D01908,17,381.95,4.333333333333333
D00948,15,381.83,1.8
D02064,11,381.78999999999996,3.6666666666666665
D09798,13,381.78999999999996,5.0
D06998,12,381.78,2.2
D04892,12,381.74000000000007,2.75
D07570,13,381.71,3.2
D05876,15,381.65000000000003,3.0
D03557,12,381.6,2.5
D03725,14,381.5899999999999,3.25
D02430,11,381.56999999999994,4.0
D07493,14,381.55000000000007,3.2
D00436,11,381.46000000000004,2.25
D02286,12,381.46000000000004,3.3333333333333335
D01950,11,381.43000000000006,3.1666666666666665
D09572,12,381.4099999999999,3.0
D07590,13,381.35999999999996,2.3333333333333335
D07906,13,381.2900000000001,4.5
D06105,11,381.24,3.5
D07562,12,381.23,1.0
D03463,15,381.2,3.6666666666666665
D01575,12,381.19999999999993,3.2
D00392,10,381.15999999999997,3.25
D00890,11,381.15999999999997,3.0
D06156,10,381.12,3.0
D02754,13,381.07,2.5
D08493,12,381.06999999999994,3.0
D02207,11,380.8999999999999,3.3333333333333335
D01307,14,380.87,3.0
D03157,15,380.83,2.5
D06114,14,380.82,3.3333333333333335
D04856,10,380.7699999999999,2.5
D01324,11,380.76000000000005,1.6666666666666667
D09567,11,380.69,2.0
D01772,14,380.61,3.25
D08116,13,380.59999999999997,2.6666666666666665
D03920,11,380.57000000000005,3.25
D05926,14,380.56,3.25
D05845,15,380.46999999999997,3.8
D09454,13,380.46000000000004,3.25
D07135,15,380.42,2.3333333333333335
D05472,13,380.41999999999996,2.8333333333333335
D04046,12,380.37,2.4
D02554,14,380.35,3.3333333333333335
D03791,13,380.22999999999996,1.5
D07324,13,380.19999999999993,2.5
D06727,10,379.99,1.8
D01593,12,379.96,4.0
D08751,14,379.96,2.8
D02465,12,379.94,3.6666666666666665
D06865,10,379.9,2.6666666666666665
D05832,13,379.89,2.857142857142857
D00046,11,379.86,3.3333333333333335
D03249,9,379.82,4.0
D08792,12,379.71000000000004,5.0
D09272,10,379.7,3.5
D02906,12,379.64,3.3333333333333335
D08953,11,379.64,3.6
D03429,10,379.6,2.5
D03111,11,379.59999999999997,3.6666666666666665
D09142,10,379.56,3.0
D05512,15,379.54999999999995,3.8
D00373,17,379.51,3.5
D08734,13,379.36,2.25
D08853,13,379.32000000000005,2.857142857142857
D09379,11,379.28,4.333333333333333
D03813,13,379.20000000000005,2.6666666666666665
D02112,10,379.17,4.0
D01161,10,379.07000000000005,2.5
D02347,15,379.05999999999995,3.8
D03433,11,379.02,2.75
D03988,14,379.02,2.6666666666666665
D01851,15,378.96,2.5
D01708,14,378.92,2.6666666666666665
D09364,11,378.89,5.0
D09315,12,378.88,2.4
D03031,12,378.81,1.0
D06395,13,378.66,2.3333333333333335
D04661,8,378.62,2.0
D07826,14,378.62,3.25
D01936,13,378.58,3.2
D01221,13,378.53000000000003,3.6
D06695,11,378.52000000000004,4.0
D06733,12,378.46999999999997,3.5
D01346,11,378.31,3.75
D08546,9,378.27,2.0
D07627,8,378.27,2.0
D05046,14,378.26,3.0
D08260,13,378.25000000000006,2.6
D00607,12,378.21,3.0
D06956,9,378.19,2.75
D01194,13,378.08,4.5
D08213,11,378.06000000000006,2.75
D00775,10,378.05,4.0
D00639,14,378.02,4.333333333333333
D01274,13,377.99,3.0
D05302,14,377.99,2.25
D06730,9,377.99,3.8
D06409,12,377.97999999999996,3.5
D07228,11,377.97,5.0
D00302,13,377.94,1.0
D01337,10,377.94,2.6666666666666665
D04074,12,377.90999999999997,2.25
D00962,14,377.80999999999995,3.2
D00048,13,377.79999999999995,1.75
D08148,12,377.78999999999996,3.0
D00889,11,377.68,3.0
D05428,11,377.58000000000004,3.0
D08817,13,377.56,1.8
D01918,11,377.51000000000005,4.0
D07205,15,377.45000000000005,3.0
D06043,14,377.40000000000003,1.6666666666666667
D05533,11,377.36000000000007,3.0
D07184,13,377.34999999999997,3.25
D02770,11,377.28999999999996,3.0
D02479,13,377.24,3.5
D01878,16,377.22,3.4285714285714284
D06471,13,377.11,2.75
D06765,13,377.09,2.6
D00430,12,377.07000000000005,3.3333333333333335
D02574,15,377.06,2.6666666666666665
D05600,14,377.03000000000003,2.0
D01524,11,377.03,2.3333333333333335
D03534,13,376.85,3.7142857142857144
D07166,13,376.84999999999997,3.0
D05300,10,376.82000000000005,2.25
D02982,11,376.78000000000003,3.0
D09206,13,376.66,3.2857142857142856
D00616,12,376.65000000000003,4.666666666666667
D02522,10,376.65,3.8
D05234,12,376.62,4.5
D05748,15,376.54999999999995,4.333333333333333
D05007,12,376.47,1.0
D01808,15,376.45,2.8333333333333335
D00421,11,376.42999999999995,3.0
D01668,13,376.37999999999994,2.0
D07236,12,376.37,1.0
D06762,16,376.31,1.5
D02755,13,376.31,1.0
D01939,15,376.25,2.625
D01603,12,376.2200000000001,3.6666666666666665
D02541,12,376.20000000000005,2.8
D02157,12,376.19999999999993,2.2857142857142856
D09804,14,376.19,3.125
D00100,9,376.17,3.0
D03644,13,376.15999999999997,2.4
D01198,11,376.09000000000003,3.0
D02111,11,376.01,4.333333333333333
D02344,15,375.86,2.25
D07177,15,375.77000000000004,3.3333333333333335
D07760,9,375.74,1.75
D07379,13,375.71999999999997,3.4285714285714284
D03601,12,375.7,2.4
D03885,12,375.63,2.75
D01330,12,375.62999999999994,2.5714285714285716
D09854,14,375.62,4.333333333333333
D08702,12,375.61,2.0
D07583,14,375.53,4.0
D07657,13,375.51000000000005,1.3333333333333333
D09630,11,375.49999999999994,4.25
D04403,10,375.48,4.0
D07846,14,375.48,3.3333333333333335
D03884,10,375.48,1.0
D06010,12,375.47,4.5
D03043,14,375.42,3.875
D00197,15,375.36,2.3333333333333335
D02036,14,375.34000000000003,3.3333333333333335
D07573,11,375.34000000000003,2.5
D00799,15,375.28,3.3333333333333335
D05882,11,375.27,2.6666666666666665
D09389,11,375.20000000000005,3.2
D05489,12,375.19,3.6666666666666665
D04867,11,375.19,2.5
D02954,12,375.16,3.375
D06489,11,375.15999999999997,2.0
D03620,14,375.14,3.75
D02950,10,375.11,2.6666666666666665
D08461,11,375.08,4.5
D03462,14,375.04,3.5
D00723,12,375.04,3.1666666666666665
D03488,12,375.02,4.0
D07525,11,375.0,3.75
D05710,10,374.96999999999997,2.0
D05239,11,374.92,3.8
D07653,14,374.86,2.6
D08479,13,374.84,3.5
D00065,10,374.81,3.5
D01702,10,374.71000000000004,3.0
D02564,11,374.63,3.3333333333333335
D07059,11,374.62,2.0
D08857,10,374.6,
D01891,10,374.55999999999995,2.3333333333333335
D09474,10,374.53999999999996,3.5
D06637,16,374.47,2.75
D01446,15,374.41,3.5
D04880,13,374.41,3.0
D06173,11,374.4,2.3333333333333335
D08453,10,374.39,2.0
D08038,14,374.32,3.0
D01906,12,374.31,2.5
D02065,13,374.20000000000005,3.6
D07033,11,374.1,1.0
D01158,11,373.96000000000004,3.4
D02236,12,373.90999999999997,3.6
D03182,10,373.83000000000004,3.5
D00326,10,373.83,2.3333333333333335
D05709,13,373.73,3.0
D05820,10,373.69,3.0
D05621,16,373.6700000000001,2.8
D04428,14,373.60999999999996,2.8333333333333335
D02336,14,373.58,4.75
D09285,11,373.54,2.0
D08280,10,373.50999999999993,2.5
D02849,13,373.49,2.0
D01813,15,373.47,3.0
D00622,11,373.46999999999997,3.5
D06292,12,373.46999999999997,2.8
D07539,13,373.44,3.3333333333333335
D04151,11,373.42,3.5
D00741,9,373.38,3.0
D08375,10,373.33,2.5
D05878,16,373.32000000000005,2.6666666666666665
D01923,12,373.32,3.6666666666666665
D02175,11,373.31,3.0
D00397,11,373.22,2.6666666666666665
D03206,15,373.2099999999999,2.6666666666666665
D06020,9,373.16999999999996,2.2
D08741,10,373.0800000000001,3.0
D02438,12,373.05,1.6666666666666667
D09076,13,373.04999999999995,3.6666666666666665
D05011,13,372.99,2.5
D01311,12,372.90000000000003,4.5
D07577,13,372.9,3.0
D09443,13,372.89,4.5
D07133,11,372.88,3.5
D09319,13,372.82,3.4
D01443,9,372.75,3.2
D00156,12,372.74999999999994,3.8
D02292,9,372.7099999999999,2.6666666666666665
D01438,13,372.62,1.3333333333333333
D03901,10,372.59000000000003,3.6666666666666665
D03881,15,372.58000000000004,2.0
D01114,12,372.33,2.7142857142857144
D03037,14,372.31000000000006,2.6666666666666665
D04465,9,372.24,4.5
D08197,11,372.23999999999995,2.8
D02022,13,372.21000000000004,2.25
D06916,13,372.19,3.6666666666666665
D05993,10,372.01000000000005,3.8
D01866,13,371.92999999999995,2.5
D01240,13,371.85,3.0
D05579,11,371.85,2.3333333333333335
D05098,12,371.84000000000003,2.3333333333333335
D07417,11,371.79,1.6666666666666667
D05172,13,371.76,2.8
D00380,16,371.75,2.8
D06355,12,371.6,2.3333333333333335
D08807,11,371.52,2.4
D00530,18,371.49,3.6666666666666665
D09892,12,371.43000000000006,2.5
D07126,11,371.35,3.75
D09437,12,371.27,1.75
D07298,13,371.27,2.6666666666666665
D06858,13,371.2,4.0
D00362,10,371.17,3.2
D04941,11,371.14000000000004,2.3333333333333335
D03740,12,371.14,3.5
D02296,11,371.12,2.0
D06787,10,371.1,2.4
D03672,12,371.08000000000004,4.25
D09507,15,371.03999999999996,2.8333333333333335
D06206,13,371.01,2.5
D07757,12,371.01,3.6666666666666665
D08019,12,370.97999999999996,1.0
D00771,10,370.88,3.3333333333333335
D06302,11,370.81999999999994,3.0
D09931,10,370.81,4.333333333333333
D00453,15,370.74999999999994,3.0
D04149,15,370.73,2.7142857142857144
D08242,16,370.70000000000005,2.0
D07000,11,370.69000000000005,3.0
D03054,10,370.62,1.6
D05474,14,370.59000000000003,2.75
D03081,12,370.56,1.3333333333333333
D07535,14,370.55,2.375
D02383,12,370.53999999999996,2.0
D00687,11,370.43,2.8
D09858,14,370.42999999999995,3.0
D03808,12,370.4,4.0
D07662,8,370.4,3.0
D08195,9,370.34,2.5
D04745,13,370.02000000000004,2.8
D03174,11,370.01000000000005,4.5
D02089,9,369.98999999999995,3.0
D08770,11,369.93,3.0
D00087,10,369.87,3.0
D05434,9,369.87,4.0
D08312,13,369.84999999999997,3.0
D03227,11,369.83,4.0
D03768,12,369.81,2.3333333333333335
D09225,12,369.79999999999995,1.0
D00040,13,369.77000000000004,2.8
D08650,10,369.65000000000003,2.8333333333333335
D05859,12,369.62,1.75
D06555,10,369.59999999999997,3.5
D09693,12,369.51,2.0
D08289,12,369.5,2.857142857142857
D05380,14,369.47,4.666666666666667
D02084,11,369.45000000000005,3.5
D06241,15,369.43,2.857142857142857
D01313,12,369.42,2.5
D03225,12,369.42,2.25
D08258,13,369.39000000000004,1.8333333333333333
D02760,12,369.38,4.0
D09207,11,369.32000000000005,2.0
D04805,14,369.3,2.6
D09772,11,369.28999999999996,2.0
D05951,10,369.15,2.0
D06205,15,369.15,4.0
D09754,13,369.09000000000003,3.5
D02375,12,368.9,2.3333333333333335
D09174,12,368.88,2.75
D07351,11,368.79999999999995,4.0
D05894,11,368.77000000000004,3.8
D08684,16,368.77,2.2857142857142856
D04340,13,368.75,2.6666666666666665
D05639,11,368.73,2.0
D01384,11,368.72999999999996,3.25
D01867,12,368.71999999999997,2.6666666666666665
D00864,12,368.69999999999993,2.75
D05099,11,368.65999999999997,3.0
D01804,12,368.62,2.6666666666666665
D05929,10,368.60999999999996,3.0
D02824,12,368.58,2.6666666666666665
D02998,11,368.57,2.75
D04703,12,368.48,3.3333333333333335
D07533,11,368.46000000000004,1.6666666666666667
D04516,9,368.38,3.0
D03299,11,368.29999999999995,3.6666666666666665
D09496,14,368.28999999999996,2.8333333333333335
D03373,15,368.26000000000005,3.3333333333333335
D01740,13,368.25000000000006,2.8
D00127,10,368.25000000000006,4.0
D07428,14,368.21,3.8
D04067,11,368.17,3.0
D03749,10,368.16,1.75
D07218,13,368.12,3.1666666666666665
D05599,9,368.09999999999997,3.0
D04175,12,368.08000000000004,
D06945,12,368.07000000000005,3.5
D00670,12,368.06,3.0
D01195,11,368.05,1.6666666666666667
D04990,16,367.96000000000004,3.25
D08234,15,367.96000000000004,2.25
D09352,9,367.96,3.5
D01503,12,367.94999999999993,3.2857142857142856
D07268,14,367.94000000000005,3.3333333333333335
D03637,12,367.86999999999995,2.5
D00488,11,367.76,4.0
D08085,11,367.74,4.0
D04510,14,367.74,4.0
D05479,13,367.73,2.142857142857143
D02318,10,367.71999999999997,2.8333333333333335
D04704,14,367.69000000000005,2.6
D07810,11,367.68,2.4
D05368,13,367.6700000000001,3.2
D07437,11,367.66999999999996,2.2
D07695,14,367.64,2.5
D09971,10,367.61,3.6
D01541,14,367.59,2.5
D09823,12,367.53999999999996,2.8
D01631,12,367.40999999999997,1.6666666666666667
D07387,15,367.33000000000004,4.0
D01617,12,367.33000000000004,1.25
D08536,10,367.31,4.0
D03320,12,367.27,2.3333333333333335
D08689,13,367.25000000000006,3.6666666666666665
D04544,13,367.24,
D03399,13,367.23999999999995,2.4
D04415,9,367.22999999999996,2.8
D03135,15,367.11999999999995,3.25
D02102,11,367.0,2.3333333333333335
D04848,10,366.99,2.75
D08963,13,366.97,2.75
D01494,13,366.93999999999994,3.5
D03417,9,366.93,3.0
D01120,12,366.93,2.0
D07686,11,366.70000000000005,2.6666666666666665
D08692,12,366.64,5.0
D06659,14,366.63,3.25
D01398,12,366.61,2.0
D09615,11,366.59,3.2
D05940,12,366.56,3.0
D09425,12,366.4,3.5
D08222,13,366.34,3.2
D06207,11,366.34,2.5
D07770,10,366.31,3.8
D03175,11,366.22,1.6666666666666667
D08417,13,366.21000000000004,2.5
D03086,12,366.09000000000003,2.0
D01026,16,366.06000000000006,3.5
D09216,13,366.01,5.0
D08738,12,365.96999999999997,2.0
D03904,14,365.88,2.75
D09067,11,365.87,3.142857142857143
D06568,11,365.86999999999995,2.0
D04072,14,365.62,5.0
D02365,11,365.6,2.2857142857142856
D00533,11,365.59000000000003,2.75
D04328,10,365.57,3.75
D02827,15,365.56999999999994,2.8333333333333335
D00465,11,365.52,1.5
D06227,12,365.52,4.0
D02130,13,365.36999999999995,3.2
D05050,10,365.36,2.2
D08991,13,365.32,4.0
D07866,13,365.3,3.0
D01368,9,365.29999999999995,2.5
D07369,12,365.27000000000004,3.0
D00644,10,365.26000000000005,3.5
D00646,13,365.25,3.4
D01953,14,365.23,3.2
D09601,9,365.22999999999996,4.333333333333333
D08968,16,365.1,1.8
D03559,10,365.06,2.5
D05471,12,365.0400000000001,2.75
D08997,13,364.77,2.3333333333333335
D04031,14,364.73,3.857142857142857
D02507,8,364.71000000000004,2.0
D08828,14,364.71,3.0
D05777,14,364.65000000000003,2.75
D09082,13,364.64000000000004,3.0
D07061,9,364.64,2.75
D01230,12,364.61999999999995,1.6666666666666667
D03018,11,364.61000000000007,3.0
D06360,14,364.52000000000004,3.8333333333333335
D01271,11,364.49,2.6666666666666665
D06915,16,364.47,2.0
D00288,12,364.46999999999997,2.4
D05584,16,364.39,3.25
D00173,16,364.38,3.5
D07221,11,364.35,3.75
D06104,15,364.32,3.6666666666666665
D01810,15,364.31,5.0
D03427,16,364.31,2.6666666666666665
D03937,12,364.28,3.0
D05326,9,364.18,3.0
D00111,10,364.18,5.0
D03833,13,364.04999999999995,5.0
D08755,9,364.0400000000001,3.0
D00229,11,364.0,3.3333333333333335
D06960,13,363.98,2.4
D05308,13,363.98,2.6666666666666665
D03836,14,363.96999999999997,2.75
D08061,9,363.89,2.75
D02686,10,363.8299999999999,3.0
D01147,14,363.77,3.0
D00070,13,363.77,2.8333333333333335
D00318,12,363.76000000000005,2.5714285714285716
D08296,14,363.75,3.3333333333333335
D06911,14,363.72999999999996,2.0
D02839,11,363.62,2.3333333333333335
D02796,11,363.54,3.5
D08339,10,363.53000000000003,3.75
D01498,12,363.47,5.0
D01894,11,363.45,2.1666666666666665
D09585,11,363.42,2.6666666666666665
D04677,10,363.40999999999997,3.142857142857143
D04387,13,363.39,2.6
D03107,11,363.36,1.3333333333333333
D06089,13,363.3299999999999,3.5
D05897,14,363.30999999999995,3.25
D00290,12,363.16,3.1666666666666665
D08735,12,363.15,3.0
D07010,11,363.03000000000003,4.0
D02435,13,363.03000000000003,3.3333333333333335
D03496,10,362.97,2.75
D01086,13,362.9699999999999,1.6666666666666667
D02572,15,362.91,4.0
D04985,12,362.84,4.333333333333333
D07117,12,362.83000000000004,2.75
D03599,15,362.82,3.25
D01642,14,362.78999999999996,4.4
D01299,13,362.72,3.142857142857143
D05662,9,362.68,2.6666666666666665
D09358,12,362.64000000000004,2.75
D08227,10,362.64,2.0
D00276,14,362.60999999999996,2.25
D06420,11,362.6,2.3333333333333335
D04823,15,362.59999999999997,2.3333333333333335
D04363,13,362.52000000000004,3.0
D09178,12,362.51,1.0
D02551,14,362.47,2.4285714285714284
D09947,14,362.42,2.5
D08827,12,362.41,3.2
D06240,11,362.37,2.6666666666666665
D06049,12,362.35,2.0
D04548,10,362.34000000000003,2.25
D09895,11,362.31,3.6666666666666665
D02297,13,362.31,4.75
D06251,12,362.29999999999995,2.25
D05572,14,362.15999999999997,2.875
D01380,10,362.12,3.2
D09208,13,362.11,3.0
D00119,14,362.11,2.6
D08075,12,362.09999999999997,2.6666666666666665
D03071,12,362.06,3.8
D05591,14,362.02000000000004,2.0
D00956,9,362.0,
D09240,9,361.99,2.3333333333333335
D07981,12,361.93,2.5
D09394,11,361.83,4.333333333333333
D07062,12,361.83,3.1666666666666665
D04901,11,361.78999999999996,3.5
D07071,13,361.7,3.6
D02387,13,361.64,3.1666666666666665
D03287,13,361.64,3.0
D05638,11,361.63,3.0
D05205,12,361.61,2.5
D00281,16,361.52,3.3333333333333335
D06158,11,361.50000000000006,2.5
D01101,15,361.46000000000004,2.3333333333333335
D01288,11,361.45,4.0
D07631,16,361.41,3.6
D04578,14,361.31000000000006,1.3333333333333333
D08034,12,361.31,2.3333333333333335
D05037,9,361.29999999999995,1.0
D04498,11,361.28999999999996,3.2
D08572,10,361.17,2.6666666666666665
D03282,10,361.12,2.0
D02788,13,361.05999999999995,2.6666666666666665
D00103,9,361.04999999999995,4.5
D08297,12,361.02000000000004,3.0
D06870,13,361.02,3.3333333333333335
D05975,13,361.02,3.0
D09636,10,360.84000000000003,3.4
D03297,11,360.7900000000001,2.0
D09945,14,360.7800000000001,3.2
D04335,11,360.78,4.0
D01167,13,360.7099999999999,3.4
D02063,14,360.69,1.0
D01752,16,360.66,2.4
D00861,15,360.64,2.5
D09218,9,360.59000000000003,2.75
D03915,12,360.58,2.6
D05830,13,360.4599999999999,3.75
D08428,13,360.45,2.6666666666666665
D08700,15,360.43,3.25
D05341,11,360.42999999999995,3.0
D01186,10,360.4,3.0
D01216,16,360.35,3.6666666666666665
D00972,13,360.33,3.0
D02093,11,360.28999999999996,3.4
D06543,11,360.28000000000003,3.0
D04008,11,360.14000000000004,3.5
D09547,12,360.06,4.0
D07602,11,360.04999999999995,2.7142857142857144
D03886,15,360.04,2.6666666666666665
D00325,9,359.99,3.6666666666666665
D03061,11,359.95,4.0
D07488,10,359.93,4.2
D08630,11,359.91999999999996,2.75
D08618,9,359.91999999999996,2.5
D09973,12,359.78000000000003,3.5
D02654,14,359.78000000000003,2.5
D04468,15,359.71000000000004,2.0
D02742,14,359.66,2.75
D06140,13,359.65,3.142857142857143
D09834,15,359.52,3.5
D01273,14,359.48,3.6
D00532,9,359.42999999999995,4.333333333333333
D01067,11,359.41999999999996,2.0
D05006,13,359.39,2.5
D07245,10,359.17,2.6
D05357,12,359.11,3.0
D08341,12,359.10999999999996,3.5
D01827,13,359.0799999999999,3.6666666666666665
D08602,10,359.07,3.0
D04854,14,359.02,2.0
D09346,9,359.01,3.3333333333333335
D09502,12,359.01,3.4
D01468,10,359.01,4.5
D05338,12,358.98,2.5
D08318,13,358.9599999999999,
D08161,11,358.95,3.1666666666666665
D01975,14,358.90999999999997,5.0
D03805,11,358.85,2.6
D02439,11,358.82,1.5
D00376,10,358.80999999999995,2.5
D06863,13,358.72999999999996,2.3333333333333335
D09247,11,358.67999999999995,4.0
D04224,12,358.64,2.2
D09276,13,358.64,1.75
D09093,11,358.63,1.5
D08272,11,358.61,4.666666666666667
D07396,10,358.52,1.0
D09404,13,358.51,4.0
D01004,13,358.51,1.0
D06007,13,358.49,3.0
D02345,8,358.49,2.6666666666666665
D02245,11,358.45,2.5
D07366,13,358.43000000000006,2.75
D00131,11,358.40000000000003,4.0
D07597,11,358.39,4.0
D01789,11,358.3800000000001,2.6666666666666665
D02513,12,358.38,1.3333333333333333
D05833,10,358.32,3.6666666666666665
D04097,14,358.28999999999996,3.6
D09317,9,358.25,1.6666666666666667
D03684,12,358.24,2.0
D04513,12,358.22,3.0
D03612,12,358.21999999999997,2.3333333333333335
D02473,12,358.13,3.8
D02061,12,358.12,2.5
D06652,9,358.08000000000004,3.6666666666666665
D07474,11,358.05000000000007,2.0
D04503,10,358.05,4.0
D00217,10,358.02,1.3333333333333333
D02519,13,358.0,4.25
D05646,11,357.98,3.5714285714285716
D06605,10,357.96,2.5
D04242,15,357.96,2.6
D08488,12,357.92999999999995,2.8
D03955,10,357.90000000000003,3.2
D04346,9,357.89,4.5
D03116,14,357.75,3.6
D00942,12,357.73,3.3333333333333335
D03739,11,357.72,2.75
D04952,9,357.71000000000004,4.0
D06374,11,357.66,3.2857142857142856
D04103,14,357.65,3.8
D04368,15,357.63,2.6666666666666665
D07537,13,357.61,2.75
D02068,12,357.57,3.6
D00724,12,357.55,2.5
D07431,13,357.39,2.6666666666666665
D02356,10,357.35,3.3333333333333335
D07280,12,357.26,2.6
D03323,15,357.22,3.2
D05089,14,357.21,2.25
D06166,10,357.18,2.8333333333333335
D04093,12,357.06,3.5714285714285716
D04413,12,357.05999999999995,4.0
D05905,14,356.97999999999996,2.6666666666666665
D06788,13,356.97999999999996,2.6666666666666665
D08174,13,356.96999999999997,3.5714285714285716
D00493,14,356.90000000000003,3.0
D04231,13,356.89,2.6666666666666665
D09057,12,356.84000000000003,3.3333333333333335
D03596,12,356.83000000000004,3.5
D03471,12,356.80999999999995,4.333333333333333
D04273,12,356.78999999999996,3.8
D05022,12,356.78,2.0
D07812,11,356.71999999999997,2.5
D09184,12,356.65,3.25
D01289,12,356.6,3.0
D02198,11,356.56000000000006,3.0
D02300,14,356.5,2.4285714285714284
D01899,11,356.43,1.0
D01450,12,356.41999999999996,4.5
D06456,13,356.4,3.5
D01653,11,356.37,3.4
D02149,9,356.31999999999994,2.8
D07860,11,356.31,2.75
D03348,10,356.23,2.4
D00844,15,356.21000000000004,1.8
D08050,14,356.19000000000005,2.5
D02555,12,356.19,1.0
D06747,10,356.17999999999995,2.75
D02037,10,356.10999999999996,4.0
D04597,13,356.07,1.5
D04439,12,356.04,3.0
D00120,13,356.00000000000006,3.6666666666666665
D02214,12,355.99,2.3333333333333335
D00471,11,355.90999999999997,2.0
D07199,10,355.81000000000006,3.0
D09752,12,355.74,3.0
D02967,10,355.62,4.5
D07666,15,355.6,2.75
D06501,13,355.47,
